stn date time temp dewp stp slp visib wdsp sndp frshtt cldc  wnddir,
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
760013,2021-03-02,16:01:14,24.0,5.0,14.0,14.0,35.0,14.0,4.0,n,15.0,3
